periodo;ultimo_cierre;id;tipo_oc;n;beta;cambio_SL;trigger;SL_LP;Status;Monto Compra (lotes);Valor_actual
2022-02-06 16:00:00;3002,42;1155;S;3033,358979591837;4,390922058871183;3063,692569387755;3094,3294950816326;1777,0528774202776;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1156;I;2596,6144897959184;4,4710703818853545;;2596,6144897959184;1255,2933752303122;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1159;S;3306,324285714286;4,340829356987326;3339,387528571429;3372,7814038571432;2070,5325967609456;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1160;I;2924,172857142857;4,410959139624726;;2924,172857142857;1600,8851152554394;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1163;I;2487,4283673469386;4,491107462638897;;2487,4283673469386;1140,0961285552696;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1165;S;3197,138163265306;4,360866437740869;3229,109544897959;3261,400640346939;1953,1407090246782;Abierta;0,1;0
2022-02-06 16:00:00;3002,42;1166;I;2814,986734693877;4,430996220378269;;2814,986734693877;1485,6878685803968;Abierta;0,1;0
2022-02-07 05:00:00;3094,45;1167;I;3082,304482758621;4,3810835213983825;;3082,304482758621;1767,979426339106;Abierta;0,1;0
2022-02-07 05:00:00;3094,45;1169;I;2990,0610344827587;4,3979983839426415;;2990,0610344827587;1670,6615192999661;Abierta;0,1;0
2022-02-07 06:00:00;3091,45;1171;I;3082,304482758621;4,381028727732564;;3082,304482758621;1767,9958644388516;Abierta;0,1;0
2022-02-07 07:00:00;3081,13;1174;S;3082,304482758621;4,3809723865988355;3113,127527586207;3144,2588028620694;1829,967086882419;Abierta;0,1;0
2022-02-07 16:00:00;3133,91;1177;I;3082,304482758621;4,380484503421928;;3082,304482758621;1768,1591317320424;Abierta;0,1;0
2022-02-08 09:00:00;3095,06;1180;I;3082,304482758621;4,379722390913082;;3082,304482758621;1768,3877654846967;Abierta;0,1;0
2022-02-08 10:00:00;3113,39;1183;I;3082,304482758621;4,379672700860958;;3082,304482758621;1768,4026725003337;Abierta;0,1;0
